,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,reviews_per_month,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,instant_bookable,availability_365,availability_30,availability_60,availability_90,minimum_minimum_nights,host_id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_has_profile_pic,calculated_host_listings_count,hosts_time_as_host_years,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication,city,latitude,longitude,neighbourhood_cleansed,full_tract_fips,state_fips,county_fips,tract_fips,median_household_income,median_gross_rent,median_home_value,total_population,median_age,poverty_rate,pct_renter_occupied,pct_white,pct_black,pct_asian,pct_hispanic,pct_college_educated,unemployment_rate,listing_url,name,description,bathrooms,has_wifi,has_parking,has_pool,has_gym
186210,,0.0,,,,entire_home,Entire home/apt,4.0,2.0,4.0,30,120.0,False,24.0,24.0,24.0,24.0,30.0,448706949.0,False,0.0,0,0,True,True,2.0,1.0,0.0,,,,,nyc_NY,40.65168380737305,-73.72889709472656,Rosedale,36081066403.0,36.0,81.0,66403.0,87031.0,2561.0,702200.0,5857.0,35.2,0.2162208504801097,0.445054945054945,0.0730749530476353,0.7973365204029367,0.0097319446815776,0.1055147686528939,0.3065368567454798,0.0474276527331189,https://www.airbnb.com/rooms/578656399549614123,Sandra's place,"About this space<br />Take it easy at this unique and tranquil getaway. Even while being centrally located in Queens NY, its quietness and its decor make everyone forget about the busy life of New York City. Whether alone or with family and friends, there is enough space for everyone to feel comfortable. Regardless of the purpose of your trip, vacation or business, the Office is the Home away from Home. Fully furnished, washer dryer combo, assigned parking and close to major highways, airports and po",1.0,True,True,False,False
9415,68.0,150.0,10200.0,4.94,1.62,private_room,Private room,2.0,1.0,1.0,3,365.0,False,142.0,15.0,24.0,49.0,2.0,434245308.0,True,1.0,100%,100%,True,True,3.0,,34.0,4.88,4.97,4.88,5.0,austin_TX,30.23899,-97.76245,78704,48453001307.0,48.0,453.0,1307.0,73588.0,1542.0,705800.0,5087.0,35.7,0.273442107332416,0.6493784826403772,0.5514055435423629,0.0015726361313151,0.0249655985846274,0.3813642618439158,0.4967948717948718,0.179415501905972,https://www.airbnb.com/rooms/1011114750847181881,ACL Fest Stay | Chic Studio w/ King Bed Near SoCo,"Escape into a dreamy, light-filled sanctuary, where a lush king-size bed, soaring vaulted ceilings, and a delicate chandelier create an enchanting retreat. This cozy yet elegant studio is perfect for solo travelers or couples, offering a peaceful escape just minutes from Austin’s vibrant South Congress district.<br /><br />Whether you're in town for work, a weekend getaway, or an extended stay, Studio Serenidad offers a peaceful retreat in a prime location. Book your stay today!",1.0,True,True,False,False
39616,186.0,60.0,11160.0,4.9,1.34,entire_home,Entire home/apt,6.0,3.0,3.0,3,14.0,False,175.0,25.0,55.0,85.0,2.0,392930921.0,True,1.0,100%,88%,True,True,1.0,,63.0,4.92,4.3,4.76,4.98,chicago_IL,41.693,-87.61781,Roseland,17031490901.0,17.0,31.0,490901.0,32284.0,1021.0,179700.0,2544.0,39.6,0.4327830188679245,0.6593317033414833,0.0145440251572327,0.9614779874213836,0.0,0.0098270440251572,0.1907131011608623,0.1740282685512367,https://www.airbnb.com/rooms/52724296,Modern Retro 90s Themed 3bd  Low Cleaning fee!,"We love hosting BUT We do NOT ALLOW PARTIES OR GATHERINGS. NO EXCEPTIONS<br /><br />2nd FL UNIT<br /><br />Note: NOT appropriate for small children. <br /><br />Modern, fun, newly renovated 3 bdr unit on a quiet block. Features a fully stocked kitchen, high speed internet and many of your favorite video games (like PACMAN & Super Mario Bros) for nostalgic pleasure! Hosts live on site for easy access. Near Palmer Park or take a tour through Pullman Park. Easy access to Downtown via the METRA train within walking distance....",1.0,True,True,False,False
185923,,0.0,,4.84,2.38,private_room,Private room,2.0,1.0,1.0,30,365.0,False,365.0,30.0,60.0,90.0,30.0,82504767.0,False,0.0,0,0,True,True,1.0,3.0,111.0,4.87,4.81,4.86,4.87,nyc_NY,40.61941,-74.14824,Graniteville,36085025100.0,36.0,85.0,25100.0,120592.0,2099.0,681300.0,6519.0,39.5,0.0385028378585672,0.2155046318868844,0.6588433808866391,0.0059825126553152,0.1196502531063046,0.1914404049700874,0.3652230122818358,0.0582462804685026,https://www.airbnb.com/rooms/552208563699318844,Room in a house,"This stylish place to stay is perfect for tourists and professional contractors, and folks who just want to spend a few nights away from home. The apartment is minutes away from all the bridges, Manhattan Express Busses, Local Busses, Malls and Shopping Centers, etc.  The  house has amenities that would enhance  your experience: Plenty of parking spaces, modern-day appliances, strong wi-fi 2.2 gig connection on Verizon Gigabytes network, premium Verizon Cable Channels like HBO etc., and Netflix",1.0,True,True,False,False
175734,,0.0,,,,entire_home,Entire home/apt,2.0,1.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,48858084.0,False,0.0,0,0,True,True,1.0,8.0,0.0,,,,,nyc_NY,40.73014,-74.00138,Greenwich Village,36061006500.0,36.0,61.0,6500.0,119467.0,2766.0,1239100.0,5227.0,31.6,0.0855823000243131,0.8613793103448276,0.7535871436770614,0.0373062942414386,0.0948919074038645,0.0841783049550411,0.8861767046962059,0.1014004149377593,https://www.airbnb.com/rooms/22360657,Cozy 1 Bedroom in the Heart of Greenwich Village,Cozy 1 bedroom in the heart of Greenwich Village. 2 blocks from Washington Square Park and a stones throw from all the village has to offer. <br /><br />Feel free to message me with any questions!,1.5,True,False,False,False
155635,,102.0,,5.0,1.52,entire_home,Entire home/apt,4.0,2.0,2.0,2,60.0,False,338.0,3.0,33.0,63.0,2.0,660105676.0,True,1.0,91%,80%,True,False,1.0,1.0,17.0,5.0,4.94,4.88,5.0,la_CA,34.01832,-118.33919,Baldwin Hills/Crenshaw,6037219500.0,6.0,37.0,219500.0,105625.0,1754.0,933000.0,1965.0,45.7,0.0666666666666666,0.3765432098765432,0.116030534351145,0.4111959287531807,0.1638676844783715,0.2122137404580152,0.4538670284938941,0.044131455399061,https://www.airbnb.com/rooms/1319847520339815452,Newly Remodeled Mid-City Home < 6 miles from SoFi,"Located in a safe, family oriented neighborhood. Walking distance to shopping centers and Expo & Crenshaw Metro train lines.",1.0,True,True,False,False
201774,,0.0,,,,entire_home,Entire home/apt,5.0,2.0,2.0,30,365.0,False,301.0,4.0,34.0,54.0,30.0,12639098.0,False,1.0,100%,92%,True,True,22.0,9.0,0.0,,,,,nyc_NY,40.725356073243866,-73.9580373628537,Greenpoint,36047056100.0,36.0,47.0,56100.0,160810.0,2783.0,1183800.0,3580.0,35.2,0.0835443037974683,0.8332354668232531,0.6486033519553073,0.0399441340782122,0.0466480446927374,0.1723463687150838,0.7024221453287197,0.08,https://www.airbnb.com/rooms/1534413871832747608,Modern Waterfront Getaway- 2BR/2BA+Private Terrace,"Experience waterfront living at its best in this modern 2 bed, 2 bath apartment featuring a spacious terrace with stunning water views. Relax in the open-concept living area, enjoy a fully equipped kitchen, and unwind in two comfortable bedrooms. Includes in-unit washer/dryer, high-speed Wi-Fi, and air conditioning. Perfect for couples, families, or remote workers looking for style, comfort, and unforgettable sunsets by the water.",2.0,True,False,True,False
226444,,0.0,,,,entire_home,Entire home/apt,2.0,1.0,1.0,31,122.0,False,270.0,27.0,57.0,87.0,31.0,927951.0,False,1.0,100%,100%,True,True,1.0,9.0,0.0,,,,,portland_OR,45.52802324516975,-122.70110687419566,Northwest District,41051004700.0,41.0,51.0,4700.0,79583.0,1578.0,1023100.0,3914.0,33.8,0.1004858092559447,0.7513882956001708,0.7986714358712315,0.0309146653040367,0.0293817066939192,0.0544200306591722,0.7928018836192399,0.0475822050290135,https://www.airbnb.com/rooms/734682333185993354,Lovely Condo Alphabet District,"This gorgeous contemporary 880sf 1 BR, 1.5 BA condo in NW Portland's historic Alphabet District has a fully equipped kitchen, gas cooking, in-unit full-size laundry, gas fireplace, balcony, and assigned underground parking.  Furnishings include linens, coffee maker (Keurig or Nespresso), spices, BBQ grill, and more.  <br /><br />With a walk score of 95, you'll find many great restaurants and and some of Portland's most unique retail shopping starting just a block away.",1.5,True,True,False,False
124264,,0.0,,5.0,0.01,entire_home,Entire home/apt,3.0,2.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,48281835.0,False,0.0,0,0,True,True,1.0,9.0,1.0,0.0,0.0,0.0,0.0,la_CA,34.0023,-118.45531,Venice,6037273100.0,6.0,37.0,273100.0,171005.0,3454.0,1969100.0,3026.0,36.4,0.0973832394832726,0.5491372843210802,0.658955717118308,0.0297422339722405,0.118638466622604,0.1523463317911434,0.6984902309058615,0.0254527655408712,https://www.airbnb.com/rooms/12468950,Quiet Venice Bungalow,"Unique house in quiet, upscale Venice neighborhood.",1.0,True,False,False,False
241402,,0.0,,,,entire_home,Entire home/apt,4.0,1.0,2.0,1,365.0,False,323.0,7.0,31.0,51.0,1.0,482174715.0,False,1.0,100%,58%,True,True,45.0,3.0,0.0,,,,,sf_CA,37.7882187,-122.4030532,Financial District,6075011700.0,6.0,75.0,11700.0,51964.0,1589.0,1214300.0,1947.0,44.7,0.2125984251968504,0.8847884788478848,0.423728813559322,0.0292758089368258,0.325115562403698,0.147919876733436,0.5116959064327485,0.1620294599018003,https://www.airbnb.com/rooms/1282995374763280982,"The Ritz-Carlton Club, San Francisco 1-Bedroom","Known for its colorful culture and iconic hilly streets by the Bay, San Francisco is a coveted vacation destination for travelers in search of cosmopolitan pursuits amid scenic splendor. In the heart of it all, The Ritz-Carlton Club® and Residences, San Francisco, is conveniently located two blocks from Union Square within the restored Chronicle Building, built over a century ago by Chicago architects Daniel Burnham and John Root.",1.0,True,True,False,True
258679,652.0,0.0,0.0,4.5,0.13,entire_home,Entire home/apt,12.0,3.0,0.0,1,365.0,True,354.0,28.0,57.0,87.0,1.0,501999278.0,False,1.0,100%,90%,True,True,24.0,,2.0,3.5,5.0,4.0,2.5,sanmateo_CA,37.52265,-122.26121,Redwood City,6081610304.0,6.0,81.0,610304.0,211477.0,3501.0,1486000.0,4495.0,43.3,0.0416017797552836,0.3396754336877448,0.4204671857619577,0.0020022246941045,0.4362625139043382,0.0545050055617352,0.7520943220601923,0.0359281437125748,https://www.airbnb.com/rooms/1168837350206798667,Great Relaxing Overnight Stay! 3 Relaxing Units,"Located on the water's edge, this destination lifestyle property features contemporary rooms and suites with thoughtful conveniences, many featuring a mountain or water view. The location of this boutique hotel is perfect for trips to San Francisco, business in Silicon Valley or simply kicking back and enjoying Redwood City. With a stylish restaurant and bar, the Scroll Waterside Kitchen, fitness center, pool and lounging areas, you’re sure to enjoy your stay in northern California's Bay Area.",3.0,True,False,True,True
232029,,0.0,,5.0,0.04,entire_home,Entire home/apt,4.0,2.0,2.0,30,365.0,True,0.0,0.0,0.0,0.0,30.0,122377513.0,False,1.0,100%,100%,True,True,58.0,,1.0,5.0,5.0,5.0,5.0,rhodeisland_RI,41.49348,-71.27524,Middletown,44005040400.0,44.0,5.0,40400.0,128338.0,2096.0,669000.0,6287.0,53.1,0.050229057591623,0.2864206922784328,0.9271512645140768,0.0135199618259901,0.0036583426117385,0.0222681724192778,0.6103712671509282,0.0249648382559774,https://www.airbnb.com/rooms/955228521993491928,Retro Middletown Home w/ Gas Grill: Walk to Beach!,"Immerse yourself in Rhode Island’s singular beauty when you stay at this charming 2-bedroom, 1-bath, Middletown vacation rental! At this cottage, you’ll be just a short distance from attractions like the awe-inspiring Norman Bird Sanctuary or the pristine Easton's Beach. After a day of exploring the area, return home for a delicious meal on the gas grill and unwind on the screened porch as the sun goes down. Experience the best of Middletown's natural and historic wonders at this cottage!",1.0,True,True,False,False
187502,,0.0,,,,entire_home,Entire home/apt,6.0,3.0,2.0,30,30.0,False,358.0,23.0,53.0,83.0,30.0,1436482.0,False,0.0,0,0,True,True,1.0,9.0,0.0,,,,,nyc_NY,40.69051,-73.92491,Bedford-Stuyvesant,36047038700.0,36.0,47.0,38700.0,79550.0,2598.0,965600.0,4830.0,32.2,0.2778123057799875,0.5865724381625441,0.1718426501035196,0.5180124223602485,0.1565217391304348,0.1163561076604554,0.3744414655942806,0.1828727396792903,https://www.airbnb.com/rooms/667681707929418857,Lovely 3 BD duplex with private outdoor terrace!,"***Available for one month at a time, no less please!  Starting mid Oct 2024<br /><br />This stylish place to stay is perfect for group trips.  Brand new 3BD/2BA duplex with a massive, beautiful private outdoor space!  Great base to explore BedStuy and Bushwick with east connections to lower Manhattan and Williamsburg by J/Z subway located a block away, as well as Clinton Hill/Fort Green and Downtown BK by bus. In a quiet and safe neighborhood with lots of authentic NYC character!",2.0,True,False,False,False
130624,,120.0,,4.91,2.11,entire_home,Entire home/apt,4.0,1.0,1.0,1,28.0,False,313.0,10.0,37.0,61.0,1.0,1226742.0,True,1.0,100%,97%,True,True,2.0,14.0,168.0,4.93,4.97,4.64,4.99,la_CA,34.09589,-118.26838,Silver Lake,6037195100.0,6.0,37.0,195100.0,162066.0,1980.0,2000001.0,4976.0,46.8,0.0537702163411048,0.2924317062248097,0.6053054662379421,0.0267282958199356,0.1374598070739549,0.1619774919614147,0.7044605033640667,0.0496344747979992,https://www.airbnb.com/rooms/33682108,Silver Lake Views! The Hummingbird - Guest Suite,"Perfect for a couple traveling to LA to visit friends, a young family, pet lovers, grandparents visiting their cool adult children, and a remote worker who just wants a change of scene. This intimate and modern 600 SF guest suite features views of the Silver Lake Reservoir and the San Bernardino Mountains. Located in the heart of the Silver Lake neighborhood of Los Angeles, this recently remodeled 1 bedroom 1 bath space includes a living room, kitchenette, and outdoor seating.",1.0,True,False,False,False
240025,,60.0,,5.0,0.36,private_room,Private room,1.0,1.0,1.0,30,365.0,False,54.0,0.0,25.0,54.0,30.0,14809140.0,False,2.0,100%,86%,True,True,1.0,11.0,1.0,5.0,5.0,5.0,5.0,sf_CA,37.76145875659951,-122.4218322940084,Mission,6075020702.0,6.0,75.0,20702.0,148898.0,2566.0,1766100.0,2046.0,38.1,0.166093366093366,0.8043478260869565,0.5679374389051809,0.012218963831867,0.1730205278592375,0.2253176930596285,0.725609756097561,0.007670850767085,https://www.airbnb.com/rooms/919960216277698278,Victorian Charm & Walk in Closet,"Keep it simple at this peaceful yet spacious victorian home. Everything in the house has a modern feel, yet it looks like a classic victorian home from the outside. You have access to all the shared spaces including an in unit laundry. The room comes with a walk in closet. Inside the room you’ll have a queen size bed, nightstand, desk, chair. The window has a curtain. *Note that the bed and furniture will look different. Walking score of 99/100. Transit score 94/100.",1.0,True,False,False,False
119099,161.0,255.0,41055.0,4.96,3.14,entire_home,Entire home/apt,2.0,0.0,1.0,3,20.0,False,169.0,0.0,6.0,9.0,1.0,237077879.0,True,1.0,100%,97%,False,True,1.0,,251.0,4.94,4.92,4.9,5.0,jerserycity_NJ,40.71951,-74.04915,Ward F (councilmember Jermaine D. Robinson),34017003500.0,34.0,17.0,3500.0,144000.0,2599.0,729800.0,2369.0,33.8,0.1523769100169779,0.6983842010771992,0.4495567750105529,0.0730265934993668,0.087378640776699,0.3566905867454622,0.7001578116780641,0.1112440191387559,https://www.airbnb.com/rooms/31623297,A Private Garden Getaway Minutes From Manhattan,"Spacious, impeccably clean apartment with private entrance and yard.  Experience your visit in style in this modern, cozy split-level studio in the heart of downtown Jersey City--  close to area airports and 7 minutes to NYC.   A perfect location, centrally located and within walking distance of stores and restaurants.  Beautifully furnished and meticulously cleaned and sanitized top to bottom between guests. Truly the perfect place to make your next visit a smooth, happy, and  memorable one.",1.5,True,False,False,False
261987,254.0,18.0,4572.0,4.77,0.68,entire_home,Entire home/apt,5.0,3.0,3.0,3,365.0,False,115.0,0.0,1.0,25.0,3.0,390749510.0,True,0.0,0,100%,False,True,1.0,,35.0,4.69,4.86,4.57,5.0,santaclara_CA,37.24186,-121.8621,San Jose,6085512052.0,6.0,85.0,512052.0,119076.0,3204.0,739000.0,4451.0,38.8,0.0617395223073456,0.5566361556064073,0.3736239047405078,0.048528420579645,0.1316558076836665,0.3664345090990789,0.449455205811138,0.0301042068699343,https://www.airbnb.com/rooms/48405975,"Modern 3Br/2Ba, perfect for work from home!","Beautiful 3 bedrooms and 2 bath. Living room with formal dining area and a separate family room. vaulted ceilings, Kitchen with granite counter tops and steel appliances, bright and airy, nicely landscaped front and backyard. Walking distance to Oakridge mall, Almaden lake, park, YMCA, biking trails etc. Easy access to freeway, 10-15 min from San Jose airport (SJC). Ideal for families and business travelers!",2.0,True,True,False,False
225913,,12.0,,4.64,0.26,entire_home,Entire home/apt,2.0,1.0,1.0,6,90.0,False,290.0,4.0,14.0,44.0,6.0,608006.0,True,1.0,100%,100%,True,True,2.0,12.0,11.0,4.73,4.82,4.55,5.0,portland_OR,45.55717,-122.65642,King,41051003301.0,41.0,51.0,3301.0,117279.0,1923.0,615800.0,2946.0,34.2,0.0844733242134063,0.5499606608969315,0.6069246435845214,0.1337406653088934,0.031907671418873,0.1018329938900203,0.5894217839533842,0.0554493307839388,https://www.airbnb.com/rooms/50663158,Artist's Modern & Serene Home in the Alberta Arts,"Situated on a bike street two blocks from the famous Alberta Street. This beautiful and spacious indoor/outdoor living space has three skylights with an open floor plan for comfortable and easy living. And the kitchen is designed for the gourmet with a steam oven and a Deloghni coffee/espresso machine!<br /><br />In the summer you'll find tomatoes, herbs, blueberries and figs in the garden for your pleasure! Enjoy eating inside or outside under the pavilion or under the fig tree!",1.0,True,True,False,False
34274,,0.0,,,,entire_home,Entire home/apt,10.0,5.0,2.0,1,365.0,True,364.0,30.0,60.0,90.0,2.0,15358018.0,True,1.0,100%,97%,True,True,29.0,,0.0,,,,,broward_FL,26.18296,-80.10633,Fort Lauderdale,12011040401.0,12.0,11.0,40401.0,83510.0,1791.0,404400.0,2286.0,66.2,0.0913120567375886,0.2098009188361408,0.8110236220472441,0.0008748906386701,0.0074365704286964,0.1334208223972003,0.4947115384615385,0.037109375,https://www.airbnb.com/rooms/1428356341314097285,"Waterfront Luxury Retreat | Pool, Spa, Theater!","Welcome to your dream getaway in the heart of South Florida! This stunning 5-bedroom, 5.5-bath estate spans nearly 5,000 sq ft of pure elegance and comfort — perfect for families, couples, or groups seeking upscale relaxation.<br /><br />💫 What You’ll Love<br />• Spacious layout with soaring ceilings and natural light<br />• Resort-style pool and spa with canal views<br />• Outdoor lounge with pergola & dining area<br />• Gourmet chef’s kitchen with Sub-Zero fridge and double ovens<br />• Two elegant dining rooms formal & casua",5.5,True,True,True,False
166296,,0.0,,,,entire_home,Entire home/apt,6.0,2.0,4.0,1,365.0,True,360.0,25.0,55.0,85.0,1.0,441765404.0,True,1.0,100%,94%,True,True,6.0,0.0,0.0,,,,,la_CA,34.14876,-118.25546,Glendale,6037301802.0,6.0,37.0,301802.0,84265.0,2597.0,629000.0,5403.0,32.8,0.1852674440125856,0.8729372937293729,0.5439570608920969,0.0627429205996668,0.1467703127891912,0.1830464556727744,0.4653349001175088,0.086806643685365,https://www.airbnb.com/rooms/1567804186654920052,Super,Make some memories at this unique and family-friendly place.,2.0,True,True,True,False
271480,121.0,0.0,0.0,4.88,0.73,entire_home,Entire home/apt,4.0,1.0,1.0,3,365.0,False,267.0,0.0,0.0,0.0,3.0,2781551.0,True,1.0,100%,97%,True,True,4.0,,26.0,4.77,4.92,4.88,4.88,seatle_WA,47.6111,-122.30478,Minor,53033007902.0,53.0,33.0,7902.0,110586.0,2037.0,922400.0,3781.0,32.6,0.1014032300767805,0.7352670349907919,0.5971965088600899,0.1182226924094154,0.1404390372917217,0.0759058450145464,0.7359421243012167,0.050709939148073,https://www.airbnb.com/rooms/686840844908083322,The Marion House on Cherry Hill,Keep it simple at this peaceful and centrally-located place.,1.0,True,True,False,False
106046,272.0,54.0,14688.0,4.83,0.54,entire_home,Entire home/apt,8.0,3.0,4.0,1,365.0,True,352.0,24.0,54.0,77.0,1.0,37839136.0,False,1.0,100%,100%,True,True,235.0,,12.0,4.75,5.0,4.83,5.0,hawaii_hawaii,22.22336,-159.47942,North Shore Kauai,15007040106.0,15.0,7.0,40106.0,106938.0,,1215000.0,1794.0,53.7,0.0774804905239687,0.2771929824561403,0.8054626532887402,0.011705685618729,0.0546265328874024,0.0423634336677814,0.6390927284856571,0.0589622641509434,https://www.airbnb.com/rooms/882037208486719890,"3BR condo with lanai, pool, hot tub, & W/D",,2.5,True,True,True,False
219534,109.0,12.0,1308.0,4.72,0.77,private_room,Private room,2.0,1.0,1.0,2,120.0,False,180.0,30.0,60.0,90.0,2.0,212693162.0,False,1.0,94%,62%,True,True,38.0,,61.0,4.74,4.61,4.7,4.75,newark_NJ,40.74682,-74.18978,Central,34013001500.0,34.0,13.0,1500.0,36797.0,539.0,,2059.0,21.5,0.4112745098039215,0.8858858858858859,0.0097134531325886,0.95726080621661,0.0,0.0150558523555123,0.0877777777777777,0.1676384839650145,https://www.airbnb.com/rooms/33674916,Amazing! ROOM D2 10 MINS TO EWR/PRUDENTIAL/RUTGERS,"My home is at the heart of Newark Business district. Downtown Newark. Very close to many facilities and Transporting that an average person needs for daily commute. My home is 12 min drive to the Newark Airport, 7 mins drive to Prudential Center, 10 min drive to the Newark train(Penn) station, 3 mins walk to Light rail station, 4 mins to Rutgers University Hospital, 4 mins to NJIT institution, 4 mins walk to 3 eateries (Mc Donald’s, Wendy’s and Checkers). 6 mins drive to JFK recreational center.",1.0,True,False,False,False
259688,189.0,255.0,48195.0,4.93,0.94,entire_home,Entire home/apt,4.0,1.0,1.0,28,365.0,False,209.0,0.0,0.0,0.0,10.0,1269205.0,False,1.0,100%,100%,True,True,2.0,,159.0,4.93,5.0,4.86,4.97,santaclara_CA,37.3205,-121.94844,San Jose,6085506401.0,6.0,85.0,506401.0,166667.0,2941.0,1505800.0,4945.0,37.8,0.0676416819012797,0.6906702898550725,0.4109201213346815,0.0309403437815975,0.2546006066734075,0.2448938321536906,0.5679939894815927,0.022706065318818,https://www.airbnb.com/rooms/241788,"Santana Row Condo LOFT style, QUIET side - Entire",Your Airbnb experience will be guided by an experienced Airbnb Super Host. I will welcome you in person and assist you with your check-in process. This two (2) story loft unit is a five (5) star property that is located in the lively Santana Row dining and shopping district. It has access to restaurants and shops within walking distance. The area has become a magnet for both locals and out-of-towners. Santana Row is the place to stay in San Jose with its European charm.,1.0,True,True,False,False
277865,,66.0,,5.0,2.2,entire_home,Entire home/apt,6.0,3.0,2.0,2,14.0,False,0.0,0.0,0.0,0.0,2.0,495247916.0,False,0.0,0,100%,True,True,1.0,,61.0,5.0,4.95,4.98,5.0,twincities_MN,44.94383,-93.21413,Hennepin,27053107600.0,27.0,53.0,107600.0,121250.0,1507.0,362400.0,3633.0,43.1,0.0404624277456647,0.1863117870722433,0.8086980456922653,0.037159372419488,0.0013762730525736,0.1178089733003027,0.6807207207207208,0.0236290682122157,https://www.airbnb.com/rooms/800920514432353632,Cozy 3BR Pet Pad +10min to Twins/Vikes/Wild/Venues,"The whole group will enjoy easy access to everything from this centrally located home. 10 minutes from Downtown Minneapolis (US Bank Stadium, Armory, Target Field, Varsity),  12 min from downtown St. Paul (Xcel Energy Center, Palace Theater), and 15 min from MSP Airport. On top of that, it is within walking distance of numerous bars, restaurants, parks, and the river walkway. Did we mention, dog friendly with a fully-fenced-in yard and an awesome patio!!",1.5,True,True,False,False
124408,,0.0,,4.88,0.14,entire_home,Entire home/apt,2.0,2.0,2.0,31,365.0,False,7.0,7.0,7.0,7.0,31.0,68672147.0,True,1.0,100%,92%,True,True,26.0,9.0,16.0,4.88,4.94,4.56,4.94,la_CA,34.01609,-118.49247,Santa Monica,6037701902.0,6.0,37.0,701902.0,105199.0,3210.0,,5484.0,35.9,0.2341356673960612,0.979591836734694,0.7016776075857039,0.0528811086797957,0.0700218818380744,0.0769511305616338,0.7794893437434057,0.0468537183328793,https://www.airbnb.com/rooms/12891255,Santa Monica Studio Apartment! No parking,"Great Santa Monica Location! Fully Furnished Studio without parking. 31 Day Minimum. Studio apartment in apartment building. Queen sized bed, futon/couch, linens, full kitchen with housewares, full bathroom, TV with Cable/HBO and Wi-Fi . Basic accommodation but really amazing location close to what Santa Monica has to offer! - NOTE: This particular listing DOES NOT include a parking space. We have other listings that do. Extensions may be possible if needed. Feel free to ask any questions.",1.0,True,False,False,True
51470,270.0,150.0,40500.0,4.89,2.8,entire_home,Entire home/apt,12.0,5.0,5.0,3,365.0,True,316.0,12.0,34.0,56.0,3.0,214377051.0,True,1.0,100%,100%,True,True,4.0,,104.0,4.88,4.96,4.84,4.89,clark_NV,36.08254,-115.25229,Unincorporated Areas,32003002975.0,32.0,3.0,2975.0,88993.0,1717.0,474100.0,6461.0,38.3,0.1097353350874477,0.4016393442622951,0.372852499613063,0.1326420058814425,0.3151214982200898,0.1054016406129082,0.3917322834645669,0.0509109059146493,https://www.airbnb.com/rooms/688730776510918477,•New House 2022•5Bdr•Golf•Pets•Garage•Roku TV•BBQ•,"Brand New House (7.2022) Fully Furnished with Everything you need- 5 BR, 3 Full Bathrooms, Spacious backyard with GOLF Putting Green. Modern Kitchen with gas stove, oven including small kitchen appliances. The house features spacious backyard fully fenced . Huge Master bedroom with King size bed. 7x Smart Roku TV's  in every room. Located in New safe neighborhood- ~11 Minutes to  Las Vegas Strip, Allegiant stadium, T-mobile arena, This is your home Away from Home in Las Vegas. <br />Book Now!",3.0,True,False,False,False
255846,206.0,0.0,0.0,,,entire_home,Entire home/apt,3.0,1.0,2.0,1,365.0,False,338.0,16.0,43.0,68.0,1.0,20602728.0,True,1.0,100%,85%,True,True,2.0,,0.0,,,,,sandiego_CA,32.81071,-117.21256,Bay Ho,6073008503.0,6.0,73.0,8503.0,118141.0,2352.0,1023900.0,7714.0,41.2,0.110346618200701,0.3866877971473851,0.6311900440757066,0.005055742805289,0.0457609541094114,0.2684729064039409,0.59462346448282,0.0158835208471211,https://www.airbnb.com/rooms/1492900891909577338,Cozy Get Away in San Diego,"Enjoy stunning panoramic ocean and sunset views + Seaworld's nightly fireworks right from your private backyard! This spacious and centrally located home is just minutes from Pacific Beach, Mission Bay, and San Diego's other top attractions.",1.0,True,True,True,False
169590,,0.0,,5.0,0.02,entire_home,Entire home/apt,3.0,1.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,3011750.0,False,0.0,0,0,True,True,1.0,13.0,3.0,5.0,5.0,5.0,5.0,nyc_NY,40.73818,-74.00336,West Village,36061007700.0,36.0,61.0,7700.0,170655.0,3253.0,1637700.0,5584.0,38.5,0.0519340974212034,0.6745579862151633,0.8064111747851003,0.0073424068767908,0.0483524355300859,0.0564111747851002,0.8557692307692307,0.0627678346357449,https://www.airbnb.com/rooms/7025026,Prime West Village w/Outdoor Patio,Come enjoy our super adorable West Village apartment for a few nights (only available on a limited basis).  This is hands down the best location in Manhattan.  Stay steps away from all that the city offers!,1.0,True,False,False,False
14748,75.0,0.0,0.0,4.78,0.63,entire_home,Entire home/apt,3.0,1.0,2.0,29,365.0,False,66.0,0.0,0.0,0.0,29.0,201935605.0,True,1.0,100%,95%,True,True,8.0,,55.0,4.76,4.75,4.78,4.95,boston_MA,42.25121,-71.11694,Hyde Park,25025140202.0,25.0,25.0,140202.0,111910.0,2229.0,584700.0,5952.0,36.6,0.0243025842888926,0.3770028275212064,0.34375,0.3071236559139785,0.0265456989247311,0.289146505376344,0.3952164009111617,0.0477272727272727,https://www.airbnb.com/rooms/26849309,Entire Apt near transit/free parking/self check-in,"Entire apartment, no sharing space with other guests. Comfortable, clean apartment in the quiet Boston neighborhood of Hyde Park. Convenient location, near MBTA purple line Fairmount station. The apartment is on the 2nd floor of a smoke-free multi-family home. Bright and cozy bedroom with a queen size bed, a comfortable living room with full size convertible sofa bed, comes with private kitchen and bathroom; free parking, keyless self check-in. Also enjoy Verizon FIOS Gig Internet in the house.",1.0,True,True,False,False
