,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,reviews_per_month,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,instant_bookable,availability_365,availability_30,availability_60,availability_90,minimum_minimum_nights,host_id,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_has_profile_pic,calculated_host_listings_count,hosts_time_as_host_years,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication,city,latitude,longitude,neighbourhood_cleansed,full_tract_fips,state_fips,county_fips,tract_fips,median_household_income,median_gross_rent,median_home_value,total_population,median_age,poverty_rate,pct_renter_occupied,pct_white,pct_black,pct_asian,pct_hispanic,pct_college_educated,unemployment_rate,listing_url,name,description,bathrooms,has_wifi,has_parking,has_pool,has_gym
22144,,0.0,,4.45,0.2,entire_home,Entire home/apt,5.0,1.0,2.0,1,365.0,True,341.0,29.0,56.0,77.0,1.0,361398579.0,False,1.0,100%,100%,True,True,39.0,,11.0,5.0,4.91,4.36,4.73,broward_FL,26.01714324951172,-80.11708068847656,Hollywood,12011090102.0,12.0,11.0,90102.0,127904.0,2060.0,1083300.0,1852.0,54.3,0.0464362850971922,0.4635241301907968,0.5107991360691144,0.0210583153347732,0.0,0.4681425485961123,0.7218453188602443,0.1813880126182965,https://www.airbnb.com/rooms/47204782,Elegant Condo w/ Den & Partial Ocean View-CS20,"Modern 1-bedroom unit + Den at Costa Hollywood Beach Resort<br />• Great for couples or solo travelers<br />• King bed, Wi-Fi, and kitchenette<br />• Steps from the beach and boardwalk<br />• Rooftop pool, gym, and beach chairs<br />• Walk to dining, shopping, and nightlife<br />• Managed by Cielo Stays for a smooth stay",1.0,True,False,True,True
252490,79.0,90.0,7110.0,4.62,1.38,entire_home,Entire home/apt,1.0,0.0,1.0,2,28.0,True,349.0,25.0,44.0,74.0,1.0,576739896.0,False,1.0,99%,99%,True,True,72.0,,21.0,4.71,4.52,4.52,4.76,sandiego_CA,32.7243175,-117.1609332,Park West,6073005700.0,6.0,73.0,5700.0,75181.0,1674.0,660700.0,2154.0,45.0,0.3554832713754647,0.9081081081081082,0.5125348189415042,0.0956360259981429,0.0524605385329619,0.2957288765088208,0.4065297525013164,0.0963302752293578,https://www.airbnb.com/rooms/1161764046770045916,Historic San Diego Suite: Walk to Balboa Park!,"Experience San Diego from this stylish studio apartment! This newly renovated space offers a comfortable bed, a private bathroom, and a kitchenette equipped with essentials. Enjoy modern amenities such as a Smart Lock, a 40' Roku TV, and central AC/Heat. Located in a prime area, you'll have easy access to Balboa Park, Gaslamp Quarter, and more. This non-smoking property ensures a comfortable and convenient stay for your San Diego adventure.",1.0,False,False,False,False
233814,99.0,48.0,4752.0,4.75,2.73,entire_home,Entire home/apt,2.0,1.0,1.0,1,365.0,False,352.0,21.0,51.0,81.0,1.0,703178356.0,False,2.0,100%,92%,True,False,2.0,,8.0,4.75,4.75,4.88,4.88,rhodeisland_RI,41.7076229,-71.3748407,Warwick,44003021502.0,44.0,3.0,21502.0,90746.0,1390.0,318800.0,4036.0,47.7,0.1038671294000991,0.145625,0.8845391476709613,0.003221010901883,0.0089197224975222,0.0673934588701684,0.2683254875588433,0.0756062767475035,https://www.airbnb.com/rooms/1450443608522504563,Kings & Queens 44 Beatrice Ave,"One bedroom apartment, living room with eating kitchen and a bathroom. <br />- Brand new kitchen<br />- brand new smart TV<br />- brand new appliances including refrigerator and stove.<br />- Brand new furniture. <br />- Two big closets.<br /><br />This apartment is located upstairs with private entrance and it is situated around Oakland Beach in Warwick, Rhode Island,<br />- 2.7 miles to T. F. Green Airports in Warwick.<br />- 2.8 miles to i95.<br />- Several fast food and restaurants in surrounding areas. <br /><br />Value For Money!!!!!!!!!!!!!!!!!!",1.0,True,True,False,False
86019,321.0,0.0,0.0,4.62,0.1,entire_home,Entire home/apt,6.0,2.0,3.0,7,365.0,False,276.0,10.0,16.0,27.0,7.0,16812559.0,False,1.0,100%,100%,True,True,1.0,,13.0,4.69,4.69,4.46,5.0,hawaii_hawaii,20.96262,-156.68244,Lahaina,15009031505.0,15.0,9.0,31505.0,106694.0,2062.0,1014200.0,2301.0,47.9,0.0446780551905387,0.3011494252873563,0.5536723163841808,0.0104302477183833,0.1290743155149935,0.0951760104302477,0.405717427157779,0.0527817403708987,https://www.airbnb.com/rooms/3330170,"2Bd,2BaOcnfrnt Condo. Book now for 26 spcl rates","Wake up to the sounds of waves crashing on the rocks while you view Molokai from your Lanai. We are on the ocean within walking distance of stores, bars, restaurants, and a farmers market.  Relax by the pool.  Free reserved parking and WIFI.  Pictures and more (website hidden). The property has been totally remodeled. We have added a spa for your added enjoyment. PRICES INCLUDE ALL HAWAII TRANSIENT AND EXCISE TAXES (18%). NO CHARGES FOR WI-FI AND PARKING",2.0,True,True,True,False
26512,89.0,204.0,18156.0,4.76,1.51,entire_home,Entire home/apt,4.0,1.0,1.0,2,60.0,True,304.0,16.0,43.0,67.0,2.0,481420086.0,True,1.0,94%,100%,True,True,5.0,,49.0,4.71,4.94,4.82,4.8,broward_FL,26.0296305,-80.1150852,Hollywood,12011090102.0,12.0,11.0,90102.0,127904.0,2060.0,1083300.0,1852.0,54.3,0.0464362850971922,0.4635241301907968,0.5107991360691144,0.0210583153347732,0.0,0.4681425485961123,0.7218453188602443,0.1813880126182965,https://www.airbnb.com/rooms/808560696242749324,Great Apartment at Hollywood Beach,"This Modern and Apartment is Perfect For those looking to enjoy South Florida Beautiful Beaches. If you plan to Relax, Enjoy the Warm Waters of our Region, Visit the Hot Spot in Miami, Hollywood and Fort Lauderdale, This Is the ideal place to Stay!! Located just few Steps From the Beach, and Minutes From FTL Airport, Hard Rock Stadium, Gulfstream, Aventura Mall, Super Markets and delicious Restaurants. For your confort our Beddings and Mattress are the same as you will find in a 5-star Hotel.",1.0,True,False,False,False
2302,153.0,18.0,2754.0,4.93,0.47,entire_home,Entire home/apt,6.0,3.0,4.0,1,365.0,True,86.0,17.0,26.0,56.0,2.0,10603047.0,True,1.0,99%,96%,True,True,11.0,,14.0,4.86,4.93,4.71,5.0,asheville_NC,35.55363,-82.49048,28803,37021003201.0,37.0,21.0,3201.0,96042.0,1457.0,431500.0,1867.0,49.6,0.0712372790573112,0.1139072847682119,0.9062667380824851,0.0208891269416175,0.0,0.0385645420460632,0.5805346127484579,0.0482921083627797,https://www.airbnb.com/rooms/793314656060612567,"Cottontail Cottage | Pet-friendly, Fire Pit","Cozy & convenient, Cottontail Cottage is a chic & newly-updated pet-friendly bungalow just 10 minutes from downtown Asheville that offers a deck, a gas grill, a fire pit, a ping pong table, a fenced yard, and high-speed internet to enjoy!<br /><br />This rental is pet friendly with an additional $100 pet fee per dog (maximum of 2 dogs allowed). Please include the number of dogs when making your reservation.",2.0,True,True,False,False
267257,91.0,0.0,0.0,4.94,0.29,private_room,Private room,4.0,0.0,4.0,2,365.0,False,163.0,17.0,44.0,74.0,2.0,90159502.0,False,1.0,100%,50%,True,True,3.0,,18.0,4.72,4.94,4.94,5.0,santacruz_CA,36.97487,-121.76797,Unincorporated Areas,6087122401.0,6.0,87.0,122401.0,121019.0,1442.0,1208000.0,2375.0,52.1,0.1848421052631579,0.3070953436807095,0.752421052631579,0.0,0.0113684210526315,0.1865263157894736,0.501027749229188,0.0861660079051383,https://www.airbnb.com/rooms/44634344,"""Your Little Home Away From Home""","WE DO NOT PROVIDE A PLACE TO PARK IT, PLEASE READ ENTIRE DESCRIPTION BEFORE BOOKING: Tent camping isn't for everyone, &  hotels can be expensive. We have you covered. Our trailer is clean, convenient & hassle free! Book our trailer today for your next trip, event, or family get together, perfect for Driveways when visiting family. Book campgrounds ahead of time or before reserving this trailer. Please no pets on the furniture.Deliveries, set up and pick ups are extra $150 fee",1.0,False,False,False,False
50689,92.0,90.0,8280.0,4.44,1.79,entire_home,Entire home/apt,4.0,1.0,2.0,2,7.0,False,237.0,16.0,34.0,64.0,2.0,61707732.0,False,1.0,86%,100%,True,True,1.0,,75.0,4.49,3.79,4.47,4.64,clark_NV,36.12329,-115.15043,Unincorporated Areas,32003002403.0,32.0,3.0,2403.0,36910.0,1142.0,142100.0,3106.0,42.4,0.2491951062459755,0.8256972111553785,0.3628461043142305,0.1899549259497746,0.0708306503541532,0.3354797166773985,0.1499029126213592,0.1163021868787276,https://www.airbnb.com/rooms/608152609363728955,Comfy 1 BR Condo by Vegas Strip w/Parking/Wifi,"This recently rennovated place is close (30-40 minute walk/10 minute Uber ride) to the Las Vegas Strip, making it easy to plan your visit! Enjoy everything Vegas has to offer without being in the thick of the hustle and bustle.  15 minutes to McCarran Airport.",1.0,True,True,True,False
83206,141.0,7.0,987.0,5.0,1.0,entire_home,Entire home/apt,5.0,2.0,2.0,1,30.0,False,206.0,0.0,7.0,24.0,1.0,111958476.0,False,2.0,100%,100%,True,True,1.0,,1.0,3.0,5.0,5.0,5.0,denver_CO,39.6739517,-105.0471798,Harvey Park,8031004700.0,8.0,31.0,4700.0,89688.0,1202.0,566000.0,5768.0,41.6,0.1662893957861744,0.3622741295724989,0.4805825242718446,0.0263522884882108,0.0374479889042995,0.4264909847434119,0.305618486633439,0.0195473251028806,https://www.airbnb.com/rooms/1489410552046419377,Quiet SW Denver Retreat,"Tucked into a quiet Southwest Denver neighborhood, this home blends comfort, style, and unique touches.<br /><br />Enjoy the Speakeasy lounge as a cozy retreat for winding down or entertaining friends. The sunroom provides natural light, perfect for relaxing. The newly landscaped backyard provides an outdoor oasis with trees, grass, multiple seating areas, a fire pit, outdoor dining, and a ping pong table.<br /><br />Quick access to the mountains and Red Rocks. All utilities + Wi-Fi included for a hassle-free stay",2.0,True,True,False,False
88815,105.0,132.0,13860.0,4.87,2.03,entire_home,Entire home/apt,1.0,0.0,1.0,1,365.0,False,203.0,16.0,35.0,52.0,1.0,38683326.0,True,1.0,100%,100%,True,True,3.0,,201.0,4.87,4.97,4.86,4.94,hawaii_hawaii,21.27599,-157.82293,Primary Urban Center,15003001801.0,15.0,3.0,1801.0,63375.0,1624.0,693500.0,743.0,46.6,0.234185733512786,0.6998050682261209,0.405114401076716,0.0,0.4253028263795424,0.0336473755047106,0.4031339031339031,0.1714285714285714,https://www.airbnb.com/rooms/18797815,Small studio in the heart of Waikiki next to beach,"Small studio with full bathroom w/ tub and a small kitchen with stovetop, microwave, toaster oven and all kitchen utensils. Large Lanai with ocean view. One short block away from the beach in the heart of Waikiki. The unit on the six floor .This studio is designed for one occupant or a couple on a full size bed.<br />The unit has fully equip kitchen, bath tub, cable TV, free WiFi. Great beach and sunset view from the lanai.<br />Parking available $35 per day, reservation in advance.",1.0,True,False,False,False
33392,,12.0,,5.0,0.37,entire_home,Entire home/apt,6.0,2.0,2.0,3,365.0,True,364.0,30.0,60.0,90.0,1.0,251193469.0,False,1.0,100%,99%,True,True,82.0,,2.0,4.0,4.5,4.5,5.0,broward_FL,25.9860143,-80.1228132,Hallandale Beach,12011100103.0,12.0,11.0,100103.0,41625.0,1675.0,250200.0,3416.0,61.4,0.2540983606557377,0.333021515434986,0.6086065573770492,0.0374707259953161,0.0201990632318501,0.3000585480093676,0.3258209916291049,0.065136476426799,https://www.airbnb.com/rooms/1379847736557893525,Spacious Resort Condo Pool Beach 8 Min walk 2406,"Discover your perfect escape at Beachwalk Resort, a serene haven nestled along South Florida's stunning Intracoastal Waterway. Just moments from the soft sands of Hallandale Beach, this elegant resort provides the ideal setting for your dream vacation. Relax in our spacious 2-bedroom condo, thoughtfully appointed with all the comforts of home. With easy access to local attractions, vibrant dining, and the nearby beach, this tranquil retreat promises an unforgettable getaway.",1.0,False,False,True,True
13620,97.0,0.0,0.0,,,entire_home,Entire home/apt,2.0,1.0,1.0,2,28.0,False,51.0,2.0,22.0,51.0,2.0,15777681.0,False,3.0,100%,100%,False,True,1.0,,0.0,,,,,austin_TX,30.22771,-97.73699,78741,48453002307.0,48.0,453.0,2307.0,79744.0,1385.0,412600.0,4716.0,33.8,0.1770568278201865,0.7847451411807848,0.5139949109414759,0.08206106870229,0.0710347752332485,0.2926208651399491,0.566032887975334,0.074763757643135,https://www.airbnb.com/rooms/1495789273466292417,"Artsy, Cozy 1-BD near Downtown","My home is full of character, blending modern comfort with an artistic, gallery-like vibe that makes it more than just a place to sleep—it’s part of the experience.<br /><br />Bright, creative touches run throughout, from curated artwork to stylish design details, making the space perfect for travelers who want something memorable and fun. <br /><br />Minutes from South Congress, East 6th, and downtown—Austin’s top spots for live music, food trucks, cocktail bars, and local culture.",1.0,True,True,True,False
41679,132.0,64.0,8448.0,5.0,0.08,entire_home,Entire home/apt,6.0,2.0,1.0,32,365.0,True,365.0,30.0,60.0,90.0,32.0,6452801.0,False,1.0,100%,50%,False,True,3.0,,2.0,5.0,5.0,5.0,5.0,chicago_IL,41.75018580595229,-87.55704595639924,South Chicago,17031460302.0,17.0,31.0,460302.0,44306.0,895.0,164700.0,3816.0,34.8,0.2268395976707252,0.5349922239502333,0.1087526205450733,0.754979035639413,0.0,0.0741614255765199,0.2047140986468791,0.2088154269972451,https://www.airbnb.com/rooms/939795816622522985,La Casa Cerca La Playa,"""House near the Beach""; This stylish 2Bd 1 Ba apartment is perfect for group trips, couples, or professionals wanting a place to unwind and get work done. Located a few blocks from the lakefront in the historic south shore neighborhood, enjoy easy access to public transportation, grocery stores, the beach, golf, and community events.<br /><br />Oh and I'm happy to offer pick-up and drop-offs to the airport 😊",1.0,True,True,False,False
241559,,0.0,,,,private_room,Private room,2.0,1.0,1.0,31,90.0,False,364.0,30.0,60.0,90.0,31.0,54105780.0,False,3.0,100%,0%,True,True,1.0,0.0,0.0,,,,,sf_CA,37.75486,-122.41359,Mission,6075022803.0,6.0,75.0,22803.0,158545.0,2273.0,1712300.0,4098.0,35.7,0.1632703167198625,0.5731364275668073,0.3272327964860907,0.0307467057101024,0.1547096144460712,0.4001952171791118,0.5320027529249828,0.0689108910891089,https://www.airbnb.com/rooms/1327650034059823496,Modern & Stylish Room in vibrant Mission,,1.0,True,False,False,False
257394,,0.0,,4.6,0.28,entire_home,Entire home/apt,2.0,1.0,2.0,20,365.0,False,85.0,0.0,0.0,0.0,20.0,20236235.0,False,4.0,0%,0%,True,True,1.0,,10.0,4.4,5.0,4.7,5.0,sanmateo_CA,37.44789,-122.18657,Menlo Park,6081612600.0,6.0,81.0,612600.0,188977.0,2684.0,2000001.0,4446.0,36.1,0.0402447634737585,0.7542768273716952,0.6772379667116509,0.0166441745389113,0.1551956815114709,0.0964912280701754,0.8581752484191508,0.0187578157565652,https://www.airbnb.com/rooms/50567536,Downtown Menlo Park Oasis: 1BR w outdoor space,I created my home to feel like my private and relaxing oasis. My favorite part is reading outside on my balcony in the hammock. There is a calming living area and work space with lots of natural light. The bedroom  also functions as an artist's studio with an easel and stool. I am located in downtown Menlo and 7 min bike ride to Stanford.  If you chose to stay here I hope you enjoy :),1.0,True,True,False,False
168490,,0.0,,4.65,0.17,entire_home,Entire home/apt,2.0,2.0,2.0,30,365.0,False,0.0,0.0,0.0,0.0,30.0,5152761.0,False,0.0,0,0,True,True,1.0,11.0,23.0,4.26,4.73,4.64,4.96,nyc_NY,40.71874,-73.99164,Lower East Side,36061001800.0,36.0,61.0,1800.0,79973.0,2066.0,965600.0,6702.0,33.9,0.1446144141302633,0.886874790198053,0.3401969561324978,0.0611757684273351,0.4358400477469412,0.1350343181139958,0.5128720102245755,0.0671956360029754,https://www.airbnb.com/rooms/4480308,"Charming, Sunny Downtown Studio","Lovely studio, on Orchard Street between Delancey and Broome in the Lower East Side. Comfortably fits two. Fifth floor walk-up. One block from the Essex St. Subway (J, M, Z, and F lines). Beautiful, historic neighborhood!",1.0,False,False,False,False
173467,,120.0,,4.79,0.14,entire_home,Entire home/apt,4.0,2.0,0.0,30,365.0,False,365.0,30.0,60.0,90.0,30.0,51501835.0,False,3.0,59%,55%,True,True,256.0,9.0,14.0,4.93,4.62,4.54,4.62,nyc_NY,40.76411,-73.99371,Hell's Kitchen,36061012902.0,36.0,61.0,12902.0,102684.0,2188.0,840600.0,2647.0,38.3,0.1549815498154981,0.7801950487621906,0.3978088401964488,0.0986021911598035,0.1144692104268983,0.2587835285228561,0.5431672422298964,0.0358974358974358,https://www.airbnb.com/rooms/16273510,521 West 48th-2 bedroom Apartment in Midtown West,"Located on Hell’s Kitchen: This elevator building has an on-site management and furnished roof deck. The building located in one of the most convenient neighborhoods in all of Manhattan. Midtown West/Hell’s Kitchen is a quiet residential neighborhood but is close to everything Manhattan has to offer. Time’s Square, Columbus Circle, Central Park and the Theater District are all within a short walk.",1.0,True,False,False,False
259313,473.0,24.0,11352.0,5.0,1.11,entire_home,Entire home/apt,10.0,4.0,5.0,2,28.0,False,208.0,15.0,45.0,71.0,1.0,44799882.0,False,1.0,100%,88%,True,True,5.0,,4.0,5.0,5.0,5.0,5.0,sanmateo_CA,37.5081167,-122.4796474,Unincorporated Areas,6081613502.0,6.0,81.0,613502.0,225725.0,2034.0,1484100.0,5880.0,50.5,0.0497768623412289,0.1088379705400982,0.8539115646258504,0.0032312925170068,0.0372448979591836,0.0903061224489795,0.5594820017559262,0.0742823320509026,https://www.airbnb.com/rooms/1400271419256891824,"Modern Coastal Living Near Beaches, Restaurants","Spacious and modern 4-bedroom, 3-bathroom apartment, nestled among fruit trees. Features one fully equipped large and modern kitchen and a kitchenette, laundry, dedicated parking, and EV charging. Beaches , the harbor, and amazing restaurants are within walking distance, with a grocery store (best butcher and fresh local seafood) and hiking/biking trails nearby. Ideal for a relaxing getaway blending comfort, convenience, adventure, and coastal charm",3.0,True,False,False,False
